nr,id,idh,idl,ev1,varh,varl,xh,yh,pxh,pyh,xl,yl,pxl,pyl,dh,dl,b,start,trial,state,hvalue,lvalue,prhv_rsft,prstate
1037,53,62,258,5.5,6.75,0.25,7,1,0.75,0.25,6,5,0.5,0.5,0.890625,1,15,0,3,11,0.75,1,0.222700138825309,0.0408197925854392
1037,53,62,258,5.5,6.75,0.25,7,1,0.75,0.25,6,5,0.5,0.5,0.890625,1,15,0,3,12,0.75,1,0.222700138825309,0.109106939233583
1037,53,62,258,5.5,6.75,0.25,7,1,0.75,0.25,6,5,0.5,0.5,0.890625,1,15,0,3,13,0.75,1,0.222700138825309,0.0886970429408633
1037,53,62,258,5.5,6.75,0.25,7,1,0.75,0.25,6,5,0.5,0.5,0.890625,1,15,0,3,14,1,1,0.5,0.0871232977526758
1038,53,62,258,5.5,6.75,0.25,7,1,0.75,0.25,6,5,0.5,0.5,0.75,0.9375,16,0,1,0,0.75,0.9375,0.281405607429144,1
1038,53,62,258,5.5,6.75,0.25,7,1,0.75,0.25,6,5,0.5,0.5,0.75,0.9375,16,0,2,1,0,0,0.5,0.070351401857286
1038,53,62,258,5.5,6.75,0.25,7,1,0.75,0.25,6,5,0.5,0.5,0.75,0.9375,16,0,2,5,0.75,0.875,0.348645135333946,0.140702803714572
1038,53,62,258,5.5,6.75,0.25,7,1,0.75,0.25,6,5,0.5,0.5,0.75,0.9375,16,0,2,6,0.75,1,0.222700138825309,0.140702803714572
1038,53,62,258,5.5,6.75,0.25,7,1,0.75,0.25,6,5,0.5,0.5,0.75,0.9375,16,0,2,7,0.75,1,0.222700138825309,0.211054205571858
1038,53,62,258,5.5,6.75,0.25,7,1,0.75,0.25,6,5,0.5,0.5,0.75,0.9375,16,0,3,2,0,0,0.5,0.00879392523216075
1038,53,62,258,5.5,6.75,0.25,7,1,0.75,0.25,6,5,0.5,0.5,0.75,0.9375,16,0,3,6,0,0,0.5,0.0298516874750546
1038,53,62,258,5.5,6.75,0.25,7,1,0.75,0.25,6,5,0.5,0.5,0.75,0.9375,16,0,3,7,0,0,0.5,0.0254214839444078
1038,53,62,258,5.5,6.75,0.25,7,1,0.75,0.25,6,5,0.5,0.5,0.75,0.9375,16,0,3,8,0,0,0.5,0.0381322259166117
1038,53,62,258,5.5,6.75,0.25,7,1,0.75,0.25,6,5,0.5,0.5,0.75,0.9375,16,0,3,10,0.75,0.5,0.777299861174691,0.0245276740214663
1038,53,62,258,5.5,6.75,0.25,7,1,0.75,0.25,6,5,0.5,0.5,0.75,0.9375,16,0,3,11,0.75,1,0.222700138825309,0.0401949409816389
1038,53,62,258,5.5,6.75,0.25,7,1,0.75,0.25,6,5,0.5,0.5,0.75,0.9375,16,0,3,12,0.75,1,0.222700138825309,0.0759596784326311
1038,53,62,258,5.5,6.75,0.25,7,1,0.75,0.25,6,5,0.5,0.5,0.75,0.9375,16,0,3,13,0.75,1,0.222700138825309,0.047001800880518
1038,53,62,258,5.5,6.75,0.25,7,1,0.75,0.25,6,5,0.5,0.5,0.75,0.9375,16,0,3,14,0.75,1,0.222700138825309,0.0352513506603885
1039,53,62,258,5.5,6.75,0.25,7,1,0.75,0.25,6,5,0.5,0.5,0.75,0.8125,17,0,1,0,0.75,0.8125,0.422504634814188,1
1039,53,62,258,5.5,6.75,0.25,7,1,0.75,0.25,6,5,0.5,0.5,0.75,0.8125,17,0,2,1,0,0,0.5,0.105626158703547
1039,53,62,258,5.5,6.75,0.25,7,1,0.75,0.25,6,5,0.5,0.5,0.75,0.8125,17,0,2,5,0.75,0.75,0.5,0.211252317407094
1039,53,62,258,5.5,6.75,0.25,7,1,0.75,0.25,6,5,0.5,0.5,0.75,0.8125,17,0,2,6,0.75,0.875,0.348645135333946,0.211252317407094
1039,53,62,258,5.5,6.75,0.25,7,1,0.75,0.25,6,5,0.5,0.5,0.75,0.8125,17,0,2,7,0.75,1,0.222700138825309,0.316878476110641
1039,53,62,258,5.5,6.75,0.25,7,1,0.75,0.25,6,5,0.5,0.5,0.75,0.8125,17,0,3,2,0,0,0.5,0.0132032698379434
1039,53,62,258,5.5,6.75,0.25,7,1,0.75,0.25,6,5,0.5,0.5,0.75,0.8125,17,0,3,6,0,0,0.5,0.0528130793517735
1039,53,62,258,5.5,6.75,0.25,7,1,0.75,0.25,6,5,0.5,0.5,0.75,0.8125,17,0,3,7,0,0,0.5,0.0448195628738883
1039,53,62,258,5.5,6.75,0.25,7,1,0.75,0.25,6,5,0.5,0.5,0.75,0.8125,17,0,3,8,0,0,0.5,0.0572520296689782
1039,53,62,258,5.5,6.75,0.25,7,1,0.75,0.25,6,5,0.5,0.5,0.75,0.8125,17,0,3,10,0.75,0,0.977022618865266,0.0528130793517735
1039,53,62,258,5.5,6.75,0.25,7,1,0.75,0.25,6,5,0.5,0.5,0.75,0.8125,17,0,3,11,0.75,0.5,0.777299861174691,0.0896391257477765
1039,53,62,258,5.5,6.75,0.25,7,1,0.75,0.25,6,5,0.5,0.5,0.75,0.8125,17,0,3,12,0.75,1,0.222700138825309,0.151330105733959
1039,53,62,258,5.5,6.75,0.25,7,1,0.75,0.25,6,5,0.5,0.5,0.75,0.8125,17,0,3,13,0.75,1,0.222700138825309,0.0905235099043005
1039,53,62,258,5.5,6.75,0.25,7,1,0.75,0.25,6,5,0.5,0.5,0.75,0.8125,17,0,3,14,0.75,1,0.222700138825309,0.0529266604654441
1040,53,62,258,5.5,6.75,0.25,7,1,0.75,0.25,6,5,0.5,0.5,0.65625,0.65625,18,0,1,0,0.65625,0.65625,0.5,1
1040,53,62,258,5.5,6.75,0.25,7,1,0.75,0.25,6,5,0.5,0.5,0.65625,0.65625,18,0,2,1,0,0,0.5,0.125
1040,53,62,258,5.5,6.75,0.25,7,1,0.75,0.25,6,5,0.5,0.5,0.65625,0.65625,18,0,2,5,0.5625,0.375,0.718594392570856,0.25
1040,53,62,258,5.5,6.75,0.25,7,1,0.75,0.25,6,5,0.5,0.5,0.65625,0.65625,18,0,2,6,0.75,0.75,0.5,0.25
1040,53,62,258,5.5,6.75,0.25,7,1,0.75,0.25,6,5,0.5,0.5,0.65625,0.65625,18,0,2,7,0.75,0.875,0.348645135333946,0.375
1040,53,62,258,5.5,6.75,0.25,7,1,0.75,0.25,6,5,0.5,0.5,0.65625,0.65625,18,0,3,2,0,0,0.5,0.015625
1040,53,62,258,5.5,6.75,0.25,7,1,0.75,0.25,6,5,0.5,0.5,0.65625,0.65625,18,0,3,6,0,0,0.5,0.0761621495356785
1040,53,62,258,5.5,6.75,0.25,7,1,0.75,0.25,6,5,0.5,0.5,0.65625,0.65625,18,0,3,7,0,0,0.5,0.0625
1040,53,62,258,5.5,6.75,0.25,7,1,0.75,0.25,6,5,0.5,0.5,0.65625,0.65625,18,0,3,8,0,0,0.5,0.0795604814375574
1040,53,62,258,5.5,6.75,0.25,7,1,0.75,0.25,6,5,0.5,0.5,0.65625,0.65625,18,0,3,10,0,0,0.5,0.089824299071357
1040,53,62,258,5.5,6.75,0.25,7,1,0.75,0.25,6,5,0.5,0.5,0.65625,0.65625,18,0,3,11,0.75,0,0.977022618865266,0.152324299071357
1040,53,62,258,5.5,6.75,0.25,7,1,0.75,0.25,6,5,0.5,0.5,0.65625,0.65625,18,0,3,12,0.75,0.5,0.777299861174691,0.26260741148215
1040,53,62,258,5.5,6.75,0.25,7,1,0.75,0.25,6,5,0.5,0.5,0.65625,0.65625,18,0,3,13,0.75,1,0.222700138825309,0.159120962875115
1040,53,62,258,5.5,6.75,0.25,7,1,0.75,0.25,6,5,0.5,0.5,0.65625,0.65625,18,0,3,14,0.75,1,0.222700138825309,0.0980564443126722
1041,53,62,258,5.5,6.75,0.25,7,1,0.75,0.25,6,5,0.5,0.5,0.5625,0.5625,19,0,1,0,0.5625,0.5625,0.5,1
1041,53,62,258,5.5,6.75,0.25,7,1,0.75,0.25,6,5,0.5,0.5,0.5625,0.5625,19,0,2,1,0,0,0.5,0.125
1041,53,62,258,5.5,6.75,0.25,7,1,0.75,0.25,6,5,0.5,0.5,0.5625,0.5625,19,0,2,5,0.5625,0,0.943347547970556,0.25
1041,53,62,258,5.5,6.75,0.25,7,1,0.75,0.25,6,5,0.5,0.5,0.5625,0.5625,19,0,2,6,0.5625,0.375,0.718594392570856,0.25
1041,53,62,258,5.5,6.75,0.25,7,1,0.75,0.25,6,5,0.5,0.5,0.5625,0.5625,19,0,2,7,0.75,0.75,0.5,0.375
1041,53,62,258,5.5,6.75,0.25,7,1,0.75,0.25,6,5,0.5,0.5,0.5625,0.5625,19,0,3,2,0,0,0.5,0.015625
1041,53,62,258,5.5,6.75,0.25,7,1,0.75,0.25,6,5,0.5,0.5,0.5625,0.5625,19,0,3,6,0,0,0.5,0.0902092217481598
1041,53,62,258,5.5,6.75,0.25,7,1,0.75,0.25,6,5,0.5,0.5,0.5625,0.5625,19,0,3,7,0,0,0.5,0.0761621495356785
1041,53,62,258,5.5,6.75,0.25,7,1,0.75,0.25,6,5,0.5,0.5,0.5625,0.5625,19,0,3,8,0,0,0.5,0.09375
1041,53,62,258,5.5,6.75,0.25,7,1,0.75,0.25,6,5,0.5,0.5,0.5625,0.5625,19,0,3,10,0,0,0.5,0.11791844349632
1041,53,62,258,5.5,6.75,0.25,7,1,0.75,0.25,6,5,0.5,0.5,0.5625,0.5625,19,0,3,11,0,0,0.5,0.207742742567677
1041,53,62,258,5.5,6.75,0.25,7,1,0.75,0.25,6,5,0.5,0.5,0.5625,0.5625,19,0,3,12,0.75,0,0.977022618865266,0.360451964315836
1041,53,62,258,5.5,6.75,0.25,7,1,0.75,0.25,6,5,0.5,0.5,0.5625,0.5625,19,0,3,13,0.75,0.5,0.777299861174691,0.228486448607036
1041,53,62,258,5.5,6.75,0.25,7,1,0.75,0.25,6,5,0.5,0.5,0.5625,0.5625,19,0,3,14,0.75,1,0.222700138825309,0.140625
1042,53,62,258,5.5,6.75,0.25,7,1,0.75,0.25,6,5,0.5,0.5,0.421875,0.28125,20,0,1,0,0.421875,0.28125,0.668880260371009,1
1042,53,62,258,5.5,6.75,0.25,7,1,0.75,0.25,6,5,0.5,0.5,0.421875,0.28125,20,0,2,1,0,0,0.5,0.167220065092752
1042,53,62,258,5.5,6.75,0.25,7,1,0.75,0.25,6,5,0.5,0.5,0.421875,0.28125,20,0,2,5,0,0,0.5,0.334440130185504
1042,53,62,258,5.5,6.75,0.25,7,1,0.75,0.25,6,5,0.5,0.5,0.421875,0.28125,20,0,2,6,0.5625,0,0.943347547970556,0.334440130185504
1042,53,62,258,5.5,6.75,0.25,7,1,0.75,0.25,6,5,0.5,0.5,0.421875,0.28125,20,0,2,7,0.5625,0.375,0.718594392570856,0.501660195278256
1042,53,62,258,5.5,6.75,0.25,7,1,0.75,0.25,6,5,0.5,0.5,0.421875,0.28125,20,0,3,2,0,0,0.5,0.020902508136594
1042,53,62,258,5.5,6.75,0.25,7,1,0.75,0.25,6,5,0.5,0.5,0.421875,0.28125,20,0,3,6,0,0,0.5,0.0836100325463761
1042,53,62,258,5.5,6.75,0.25,7,1,0.75,0.25,6,5,0.5,0.5,0.421875,0.28125,20,0,3,7,0,0,0.5,0.12067833546155
1042,53,62,258,5.5,6.75,0.25,7,1,0.75,0.25,6,5,0.5,0.5,0.421875,0.28125,20,0,3,8,0,0,0.5,0.152830075235521
1042,53,62,258,5.5,6.75,0.25,7,1,0.75,0.25,6,5,0.5,0.5,0.421875,0.28125,20,0,3,10,0,0,0.5,0.0836100325463761
1042,53,62,258,5.5,6.75,0.25,7,1,0.75,0.25,6,5,0.5,0.5,0.421875,0.28125,20,0,3,11,0,0,0.5,0.241356670923101
1042,53,62,258,5.5,6.75,0.25,7,1,0.75,0.25,6,5,0.5,0.5,0.421875,0.28125,20,0,3,12,0,0,0.5,0.463406788847767
1042,53,62,258,5.5,6.75,0.25,7,1,0.75,0.25,6,5,0.5,0.5,0.421875,0.28125,20,0,3,13,0.75,0,0.977022618865266,0.416865059216565
1042,53,62,258,5.5,6.75,0.25,7,1,0.75,0.25,6,5,0.5,0.5,0.421875,0.28125,20,0,3,14,0.75,0.5,0.777299861174691,0.270367652477217
1043,53,62,258,5.5,6.75,0.25,7,1,0.75,0.25,6,5,0.5,0.5,0.421875,0,21,0,1,0,0.421875,0,0.891810997195868,1
1043,53,62,258,5.5,6.75,0.25,7,1,0.75,0.25,6,5,0.5,0.5,0.421875,0,21,0,2,1,0,0,0.5,0.222952749298967
1043,53,62,258,5.5,6.75,0.25,7,1,0.75,0.25,6,5,0.5,0.5,0.421875,0,21,0,2,5,0,0,0.5,0.445905498597934
1043,53,62,258,5.5,6.75,0.25,7,1,0.75,0.25,6,5,0.5,0.5,0.421875,0,21,0,2,6,0,0,0.5,0.445905498597934
1043,53,62,258,5.5,6.75,0.25,7,1,0.75,0.25,6,5,0.5,0.5,0.421875,0,21,0,2,7,0.5625,0,0.943347547970556,0.668858247896901
1043,53,62,258,5.5,6.75,0.25,7,1,0.75,0.25,6,5,0.5,0.5,0.421875,0,21,0,3,2,0,0,0.5,0.0278690936623709
1043,53,62,258,5.5,6.75,0.25,7,1,0.75,0.25,6,5,0.5,0.5,0.421875,0,21,0,3,6,0,0,0.5,0.111476374649483
1043,53,62,258,5.5,6.75,0.25,7,1,0.75,0.25,6,5,0.5,0.5,0.421875,0,21,0,3,7,0,0,0.5,0.111476374649483
1043,53,62,258,5.5,6.75,0.25,7,1,0.75,0.25,6,5,0.5,0.5,0.421875,0,21,0,3,8,0,0,0.5,0.241348728010469
1043,53,62,258,5.5,6.75,0.25,7,1,0.75,0.25,6,5,0.5,0.5,0.421875,0,21,0,3,10,0,0,0.5,0.111476374649483
1043,53,62,258,5.5,6.75,0.25,7,1,0.75,0.25,6,5,0.5,0.5,0.421875,0,21,0,3,11,0,0,0.5,0.222952749298967
1043,53,62,258,5.5,6.75,0.25,7,1,0.75,0.25,6,5,0.5,0.5,0.421875,0,21,0,3,12,0,0,0.5,0.594173830670421
1043,53,62,258,5.5,6.75,0.25,7,1,0.75,0.25,6,5,0.5,0.5,0.421875,0,21,0,3,13,0,0,0.5,0.482697456020937
1043,53,62,258,5.5,6.75,0.25,7,1,0.75,0.25,6,5,0.5,0.5,0.421875,0,21,0,3,14,0.75,0,0.977022618865266,0.473224341070068
1044,54,167,258,5.5,6.25,0.25,8,3,0.5,0.5,6,5,0.5,0.5,1,1,9,0,1,0,1,1,0.5,1
1044,54,167,258,5.5,6.25,0.25,8,3,0.5,0.5,6,5,0.5,0.5,1,1,9,0,2,3,1,1,0.5,0.25
1044,54,167,258,5.5,6.25,0.25,8,3,0.5,0.5,6,5,0.5,0.5,1,1,9,0,2,5,1,1,0.5,0.25
1044,54,167,258,5.5,6.25,0.25,8,3,0.5,0.5,6,5,0.5,0.5,1,1,9,0,2,6,1,1,0.5,0.25
1044,54,167,258,5.5,6.25,0.25,8,3,0.5,0.5,6,5,0.5,0.5,1,1,9,0,2,8,1,1,0.5,0.25
1044,54,167,258,5.5,6.25,0.25,8,3,0.5,0.5,6,5,0.5,0.5,1,1,9,0,3,6,1,1,0.5,0.0625
1044,54,167,258,5.5,6.25,0.25,8,3,0.5,0.5,6,5,0.5,0.5,1,1,9,0,3,8,1,1,0.5,0.125
1044,54,167,258,5.5,6.25,0.25,8,3,0.5,0.5,6,5,0.5,0.5,1,1,9,0,3,9,1,1,0.5,0.125
1044,54,167,258,5.5,6.25,0.25,8,3,0.5,0.5,6,5,0.5,0.5,1,1,9,0,3,10,1,1,0.5,0.0625
1044,54,167,258,5.5,6.25,0.25,8,3,0.5,0.5,6,5,0.5,0.5,1,1,9,0,3,11,1,1,0.5,0.25
1044,54,167,258,5.5,6.25,0.25,8,3,0.5,0.5,6,5,0.5,0.5,1,1,9,0,3,12,1,1,0.5,0.0625
1044,54,167,258,5.5,6.25,0.25,8,3,0.5,0.5,6,5,0.5,0.5,1,1,9,0,3,13,1,1,0.5,0.125
1044,54,167,258,5.5,6.25,0.25,8,3,0.5,0.5,6,5,0.5,0.5,1,1,9,0,3,14,1,1,0.5,0.125
1044,54,167,258,5.5,6.25,0.25,8,3,0.5,0.5,6,5,0.5,0.5,1,1,9,0,3,16,1,1,0.5,0.0625
1045,54,167,258,5.5,6.25,0.25,8,3,0.5,0.5,6,5,0.5,0.5,1,1,10,0,1,0,1,1,0.5,1
1045,54,167,258,5.5,6.25,0.25,8,3,0.5,0.5,6,5,0.5,0.5,1,1,10,0,2,3,1,1,0.5,0.25
1045,54,167,258,5.5,6.25,0.25,8,3,0.5,0.5,6,5,0.5,0.5,1,1,10,0,2,5,1,1,0.5,0.25
1045,54,167,258,5.5,6.25,0.25,8,3,0.5,0.5,6,5,0.5,0.5,1,1,10,0,2,6,1,1,0.5,0.25
1045,54,167,258,5.5,6.25,0.25,8,3,0.5,0.5,6,5,0.5,0.5,1,1,10,0,2,8,1,1,0.5,0.25
1045,54,167,258,5.5,6.25,0.25,8,3,0.5,0.5,6,5,0.5,0.5,1,1,10,0,3,6,0.5,1,0.0758581800212436,0.0625
1045,54,167,258,5.5,6.25,0.25,8,3,0.5,0.5,6,5,0.5,0.5,1,1,10,0,3,8,1,1,0.5,0.125
1045,54,167,258,5.5,6.25,0.25,8,3,0.5,0.5,6,5,0.5,0.5,1,1,10,0,3,9,1,1,0.5,0.125
1045,54,167,258,5.5,6.25,0.25,8,3,0.5,0.5,6,5,0.5,0.5,1,1,10,0,3,10,1,1,0.5,0.0625
1045,54,167,258,5.5,6.25,0.25,8,3,0.5,0.5,6,5,0.5,0.5,1,1,10,0,3,11,1,1,0.5,0.25
1045,54,167,258,5.5,6.25,0.25,8,3,0.5,0.5,6,5,0.5,0.5,1,1,10,0,3,12,1,1,0.5,0.0625
1045,54,167,258,5.5,6.25,0.25,8,3,0.5,0.5,6,5,0.5,0.5,1,1,10,0,3,13,1,1,0.5,0.125
1045,54,167,258,5.5,6.25,0.25,8,3,0.5,0.5,6,5,0.5,0.5,1,1,10,0,3,14,1,1,0.5,0.125
1045,54,167,258,5.5,6.25,0.25,8,3,0.5,0.5,6,5,0.5,0.5,1,1,10,0,3,16,1,1,0.5,0.0625
1046,54,167,258,5.5,6.25,0.25,8,3,0.5,0.5,6,5,0.5,0.5,1,1,11,0,1,0,1,1,0.5,1
1046,54,167,258,5.5,6.25,0.25,8,3,0.5,0.5,6,5,0.5,0.5,1,1,11,0,2,3,1,1,0.5,0.25
1046,54,167,258,5.5,6.25,0.25,8,3,0.5,0.5,6,5,0.5,0.5,1,1,11,0,2,5,1,1,0.5,0.25
1046,54,167,258,5.5,6.25,0.25,8,3,0.5,0.5,6,5,0.5,0.5,1,1,11,0,2,6,1,1,0.5,0.25
1046,54,167,258,5.5,6.25,0.25,8,3,0.5,0.5,6,5,0.5,0.5,1,1,11,0,2,8,1,1,0.5,0.25
1046,54,167,258,5.5,6.25,0.25,8,3,0.5,0.5,6,5,0.5,0.5,1,1,11,0,3,6,0.5,1,0.0758581800212436,0.0625
1046,54,167,258,5.5,6.25,0.25,8,3,0.5,0.5,6,5,0.5,0.5,1,1,11,0,3,8,1,1,0.5,0.125
1046,54,167,258,5.5,6.25,0.25,8,3,0.5,0.5,6,5,0.5,0.5,1,1,11,0,3,9,1,1,0.5,0.125
1046,54,167,258,5.5,6.25,0.25,8,3,0.5,0.5,6,5,0.5,0.5,1,1,11,0,3,10,1,1,0.5,0.0625
1046,54,167,258,5.5,6.25,0.25,8,3,0.5,0.5,6,5,0.5,0.5,1,1,11,0,3,11,1,1,0.5,0.25
1046,54,167,258,5.5,6.25,0.25,8,3,0.5,0.5,6,5,0.5,0.5,1,1,11,0,3,12,1,1,0.5,0.0625
1046,54,167,258,5.5,6.25,0.25,8,3,0.5,0.5,6,5,0.5,0.5,1,1,11,0,3,13,1,1,0.5,0.125
1046,54,167,258,5.5,6.25,0.25,8,3,0.5,0.5,6,5,0.5,0.5,1,1,11,0,3,14,1,1,0.5,0.125
1046,54,167,258,5.5,6.25,0.25,8,3,0.5,0.5,6,5,0.5,0.5,1,1,11,0,3,16,1,1,0.5,0.0625
1047,54,167,258,5.5,6.25,0.25,8,3,0.5,0.5,6,5,0.5,0.5,1,1,12,0,1,0,1,1,0.5,1
1047,54,167,258,5.5,6.25,0.25,8,3,0.5,0.5,6,5,0.5,0.5,1,1,12,0,2,3,0.75,1,0.222700138825309,0.25
1047,54,167,258,5.5,6.25,0.25,8,3,0.5,0.5,6,5,0.5,0.5,1,1,12,0,2,5,1,1,0.5,0.25
1047,54,167,258,5.5,6.25,0.25,8,3,0.5,0.5,6,5,0.5,0.5,1,1,12,0,2,6,1,1,0.5,0.25
1047,54,167,258,5.5,6.25,0.25,8,3,0.5,0.5,6,5,0.5,0.5,1,1,12,0,2,8,1,1,0.5,0.25
1047,54,167,258,5.5,6.25,0.25,8,3,0.5,0.5,6,5,0.5,0.5,1,1,12,0,3,6,0.5,0.5,0.5,0.0278375173531636
1047,54,167,258,5.5,6.25,0.25,8,3,0.5,0.5,6,5,0.5,0.5,1,1,12,0,3,8,0.5,1,0.0758581800212436,0.0903375173531636
1047,54,167,258,5.5,6.25,0.25,8,3,0.5,0.5,6,5,0.5,0.5,1,1,12,0,3,9,1,1,0.5,0.0903375173531636
1047,54,167,258,5.5,6.25,0.25,8,3,0.5,0.5,6,5,0.5,0.5,1,1,12,0,3,10,1,1,0.5,0.0625
1047,54,167,258,5.5,6.25,0.25,8,3,0.5,0.5,6,5,0.5,0.5,1,1,12,0,3,11,1,1,0.5,0.215337517353164
1047,54,167,258,5.5,6.25,0.25,8,3,0.5,0.5,6,5,0.5,0.5,1,1,12,0,3,12,1,1,0.5,0.0625
1047,54,167,258,5.5,6.25,0.25,8,3,0.5,0.5,6,5,0.5,0.5,1,1,12,0,3,13,1,1,0.5,0.125
1047,54,167,258,5.5,6.25,0.25,8,3,0.5,0.5,6,5,0.5,0.5,1,1,12,0,3,14,1,1,0.5,0.125
1047,54,167,258,5.5,6.25,0.25,8,3,0.5,0.5,6,5,0.5,0.5,1,1,12,0,3,16,1,1,0.5,0.0625
1048,54,167,258,5.5,6.25,0.25,8,3,0.5,0.5,6,5,0.5,0.5,1,1,13,0,1,0,1,1,0.5,1
1048,54,167,258,5.5,6.25,0.25,8,3,0.5,0.5,6,5,0.5,0.5,1,1,13,0,2,3,0.75,1,0.222700138825309,0.25
1048,54,167,258,5.5,6.25,0.25,8,3,0.5,0.5,6,5,0.5,0.5,1,1,13,0,2,5,1,1,0.5,0.25
1048,54,167,258,5.5,6.25,0.25,8,3,0.5,0.5,6,5,0.5,0.5,1,1,13,0,2,6,1,1,0.5,0.25
1048,54,167,258,5.5,6.25,0.25,8,3,0.5,0.5,6,5,0.5,0.5,1,1,13,0,2,8,1,1,0.5,0.25
1048,54,167,258,5.5,6.25,0.25,8,3,0.5,0.5,6,5,0.5,0.5,1,1,13,0,3,6,0.5,0,0.924141784926891,0.0278375173531636
1048,54,167,258,5.5,6.25,0.25,8,3,0.5,0.5,6,5,0.5,0.5,1,1,13,0,3,8,0.5,1,0.0758581800212436,0.0903375173531636
1048,54,167,258,5.5,6.25,0.25,8,3,0.5,0.5,6,5,0.5,0.5,1,1,13,0,3,9,0.5,1,0.0758581800212436,0.0903375173531636
1048,54,167,258,5.5,6.25,0.25,8,3,0.5,0.5,6,5,0.5,0.5,1,1,13,0,3,10,1,1,0.5,0.0625
1048,54,167,258,5.5,6.25,0.25,8,3,0.5,0.5,6,5,0.5,0.5,1,1,13,0,3,11,1,1,0.5,0.215337517353164
1048,54,167,258,5.5,6.25,0.25,8,3,0.5,0.5,6,5,0.5,0.5,1,1,13,0,3,12,1,1,0.5,0.0625
1048,54,167,258,5.5,6.25,0.25,8,3,0.5,0.5,6,5,0.5,0.5,1,1,13,0,3,13,1,1,0.5,0.125
1048,54,167,258,5.5,6.25,0.25,8,3,0.5,0.5,6,5,0.5,0.5,1,1,13,0,3,14,1,1,0.5,0.125
1048,54,167,258,5.5,6.25,0.25,8,3,0.5,0.5,6,5,0.5,0.5,1,1,13,0,3,16,1,1,0.5,0.0625
1049,54,167,258,5.5,6.25,0.25,8,3,0.5,0.5,6,5,0.5,0.5,0.875,1,14,0,1,0,0.875,1,0.348645135333946,1
1049,54,167,258,5.5,6.25,0.25,8,3,0.5,0.5,6,5,0.5,0.5,0.875,1,14,0,2,3,0.75,0.75,0.5,0.174322567666973
1049,54,167,258,5.5,6.25,0.25,8,3,0.5,0.5,6,5,0.5,0.5,0.875,1,14,0,2,5,0.75,1,0.222700138825309,0.174322567666973
1049,54,167,258,5.5,6.25,0.25,8,3,0.5,0.5,6,5,0.5,0.5,0.875,1,14,0,2,6,1,1,0.5,0.174322567666973
1049,54,167,258,5.5,6.25,0.25,8,3,0.5,0.5,6,5,0.5,0.5,0.875,1,14,0,2,8,1,1,0.5,0.174322567666973
1049,54,167,258,5.5,6.25,0.25,8,3,0.5,0.5,6,5,0.5,0.5,0.875,1,14,0,3,6,0.5,0,0.924141784926891,0.0435806419167432
1049,54,167,258,5.5,6.25,0.25,8,3,0.5,0.5,6,5,0.5,0.5,0.875,1,14,0,3,8,0.5,0.5,0.5,0.0629914719266528
1049,54,167,258,5.5,6.25,0.25,8,3,0.5,0.5,6,5,0.5,0.5,0.875,1,14,0,3,9,0.5,1,0.0758581800212436,0.0871612838334865
1049,54,167,258,5.5,6.25,0.25,8,3,0.5,0.5,6,5,0.5,0.5,0.875,1,14,0,3,10,0.5,1,0.0758581800212436,0.0194108300099096
1049,54,167,258,5.5,6.25,0.25,8,3,0.5,0.5,6,5,0.5,0.5,0.875,1,14,0,3,11,1,1,0.5,0.150152755760139
1049,54,167,258,5.5,6.25,0.25,8,3,0.5,0.5,6,5,0.5,0.5,0.875,1,14,0,3,12,1,1,0.5,0.0435806419167432
1049,54,167,258,5.5,6.25,0.25,8,3,0.5,0.5,6,5,0.5,0.5,0.875,1,14,0,3,13,1,1,0.5,0.0629914719266528
1049,54,167,258,5.5,6.25,0.25,8,3,0.5,0.5,6,5,0.5,0.5,0.875,1,14,0,3,14,1,1,0.5,0.0871612838334865
1049,54,167,258,5.5,6.25,0.25,8,3,0.5,0.5,6,5,0.5,0.5,0.875,1,14,0,3,16,1,1,0.5,0.0435806419167432
1050,54,167,258,5.5,6.25,0.25,8,3,0.5,0.5,6,5,0.5,0.5,0.75,1,15,0,1,0,0.75,1,0.222700138825309,1
1050,54,167,258,5.5,6.25,0.25,8,3,0.5,0.5,6,5,0.5,0.5,0.75,1,15,0,2,3,0.5,0.5,0.5,0.111350069412654
1050,54,167,258,5.5,6.25,0.25,8,3,0.5,0.5,6,5,0.5,0.5,0.75,1,15,0,2,5,0.75,1,0.222700138825309,0.111350069412654
1050,54,167,258,5.5,6.25,0.25,8,3,0.5,0.5,6,5,0.5,0.5,0.75,1,15,0,2,6,0.75,1,0.222700138825309,0.111350069412654
1050,54,167,258,5.5,6.25,0.25,8,3,0.5,0.5,6,5,0.5,0.5,0.75,1,15,0,2,8,1,1,0.5,0.111350069412654
1050,54,167,258,5.5,6.25,0.25,8,3,0.5,0.5,6,5,0.5,0.5,0.75,1,15,0,3,6,0,0,0.5,0.0278375173531636
1050,54,167,258,5.5,6.25,0.25,8,3,0.5,0.5,6,5,0.5,0.5,0.75,1,15,0,3,8,0.5,0,0.924141784926891,0.0402363553113666
1050,54,167,258,5.5,6.25,0.25,8,3,0.5,0.5,6,5,0.5,0.5,0.75,1,15,0,3,9,0.5,0.5,0.5,0.0402363553113666
1050,54,167,258,5.5,6.25,0.25,8,3,0.5,0.5,6,5,0.5,0.5,0.75,1,15,0,3,10,0.5,1,0.0758581800212436,0.012398837958203
