betadraw,trial,state,prhv_rsft,prstate,hvalue,lvalue,numberOfdraws,sampleNR,count_xh,count_xl,xh,yh,xl,yl,pxh,pyh,pxl,pyl,b,count_yh,count_yl,pmax,nr,id,bxh,bxl,byh,byl,start
255,3,4,0.5,0.512680894366588,0,0,3,3,2,3,8,1,2,4,0.4,0.6,0.9,0.1,17,1,0,0.428571428571429,3,17_3_3,0.993361155606127,1,0.00663884439387297,0,0
255,3,9,0.993082815780571,0.00511175806199289,0.993361155606127,0,3,3,2,3,8,1,2,4,0.4,0.6,0.9,0.1,17,1,0,0.428571428571429,3,17_3_3,0.993361155606127,1,0.00663884439387297,0,0
255,3,10,0.993082815780571,0.76997708617942,0.993361155606127,0,3,3,2,3,8,1,2,4,0.4,0.6,0.9,0.1,17,1,0,0.428571428571429,3,17_3_3,0.993361155606127,1,0.00663884439387297,0,0
255,3,16,0.5,0.258969055085249,1,1,3,3,2,3,8,1,2,4,0.4,0.6,0.9,0.1,17,1,0,0.428571428571429,3,17_3_3,0.993361155606127,1,0.00663884439387297,0,0
256,1,0,0.759184191938181,1,0.44304841881482,0.213406005674316,3,3,2,3,8,1,2,4,0.4,0.6,0.9,0.1,17,1,0,0.428571428571429,3,17_3_3,0.46195887876987,1,0.53804112123013,0,0
256,2,1,0.744031603938989,0.408472313850609,0.213406005674316,0,3,3,2,3,8,1,2,4,0.4,0.6,0.9,0.1,17,1,0,0.428571428571429,3,17_3_3,0.46195887876987,1,0.53804112123013,0,0
256,2,2,0.744031603938989,0.759184191938181,0.213406005674316,0,3,3,2,3,8,1,2,4,0.4,0.6,0.9,0.1,17,1,0,0.428571428571429,3,17_3_3,0.46195887876987,1,0.53804112123013,0,0
256,2,8,0.776044825523219,0.350711878087572,0.710511751865425,0.46195887876987,3,3,2,3,8,1,2,4,0.4,0.6,0.9,0.1,17,1,0,0.428571428571429,3,17_3_3,0.46195887876987,1,0.53804112123013,0,0
256,3,2,0.5,0.163519472643907,0,0,3,3,2,3,8,1,2,4,0.4,0.6,0.9,0.1,17,1,0,0.428571428571429,3,17_3_3,0.46195887876987,1,0.53804112123013,0,0
256,3,3,0.5,0.607832621677877,0,0,3,3,2,3,8,1,2,4,0.4,0.6,0.9,0.1,17,1,0,0.428571428571429,3,17_3_3,0.46195887876987,1,0.53804112123013,0,0
256,3,4,0.5,0.56485703201289,0,0,3,3,2,3,8,1,2,4,0.4,0.6,0.9,0.1,17,1,0,0.428571428571429,3,17_3_3,0.46195887876987,1,0.53804112123013,0,0
256,3,9,0.909684923403404,0.28683448845647,0.46195887876987,0,3,3,2,3,8,1,2,4,0.4,0.6,0.9,0.1,17,1,0,0.428571428571429,3,17_3_3,0.46195887876987,1,0.53804112123013,0,0
256,3,10,0.909684923403404,0.533108859413341,0.46195887876987,0,3,3,2,3,8,1,2,4,0.4,0.6,0.9,0.1,17,1,0,0.428571428571429,3,17_3_3,0.46195887876987,1,0.53804112123013,0,0
256,3,16,0.5,0.125730487977952,1,1,3,3,2,3,8,1,2,4,0.4,0.6,0.9,0.1,17,1,0,0.428571428571429,3,17_3_3,0.46195887876987,1,0.53804112123013,0,0
257,1,0,0.64169938548346,1,0.198122197892582,0.0815726763488255,3,3,2,3,8,1,2,4,0.4,0.6,0.9,0.1,17,1,0,0.428571428571429,3,17_3_3,0.285609307181726,1,0.714390692818274,0,0
257,2,1,0.600575327446488,0.458424068576589,0.0815726763488255,0,3,3,2,3,8,1,2,4,0.4,0.6,0.9,0.1,17,1,0,0.428571428571429,3,17_3_3,0.285609307181726,1,0.714390692818274,0,0
257,2,2,0.600575327446488,0.64169938548346,0.0815726763488255,0,3,3,2,3,8,1,2,4,0.4,0.6,0.9,0.1,17,1,0,0.428571428571429,3,17_3_3,0.285609307181726,1,0.714390692818274,0,0
257,2,8,0.735008274142075,0.18327531690687,0.489645938014626,0.285609307181726,3,3,2,3,8,1,2,4,0.4,0.6,0.9,0.1,17,1,0,0.428571428571429,3,17_3_3,0.285609307181726,1,0.714390692818274,0,0
257,3,2,0.5,0.196684748995299,0,0,3,3,2,3,8,1,2,4,0.4,0.6,0.9,0.1,17,1,0,0.428571428571429,3,17_3_3,0.285609307181726,1,0.714390692818274,0,0
257,3,3,0.5,0.550636370189473,0,0,3,3,2,3,8,1,2,4,0.4,0.6,0.9,0.1,17,1,0,0.428571428571429,3,17_3_3,0.285609307181726,1,0.714390692818274,0,0
257,3,4,0.5,0.385388818558939,0,0,3,3,2,3,8,1,2,4,0.4,0.6,0.9,0.1,17,1,0,0.428571428571429,3,17_3_3,0.285609307181726,1,0.714390692818274,0,0
257,3,9,0.806596682946288,0.174868202191221,0.285609307181726,0,3,3,2,3,8,1,2,4,0.4,0.6,0.9,0.1,17,1,0,0.428571428571429,3,17_3_3,0.285609307181726,1,0.714390692818274,0,0
257,3,10,0.806596682946288,0.244779507836763,0.285609307181726,0,3,3,2,3,8,1,2,4,0.4,0.6,0.9,0.1,17,1,0,0.428571428571429,3,17_3_3,0.285609307181726,1,0.714390692818274,0,0
257,3,16,0.5,0.0384741082807772,1,1,3,3,2,3,8,1,2,4,0.4,0.6,0.9,0.1,17,1,0,0.428571428571429,3,17_3_3,0.285609307181726,1,0.714390692818274,0,0
258,1,0,0.810838549599881,1,0.668424040249129,0.377330425597497,3,3,2,3,8,1,2,4,0.4,0.6,0.9,0.1,17,1,0,0.428571428571429,3,17_3_3,0.614272273179815,1,0.385727726820185,0,0
258,2,1,0.868373279712266,0.312762910555338,0.377330425597497,0,3,3,2,3,8,1,2,4,0.4,0.6,0.9,0.1,17,1,0,0.428571428571429,3,17_3_3,0.614272273179815,1,0.385727726820185,0,0
258,2,2,0.868373279712266,0.810838549599881,0.377330425597497,0,3,3,2,3,8,1,2,4,0.4,0.6,0.9,0.1,17,1,0,0.428571428571429,3,17_3_3,0.614272273179815,1,0.385727726820185,0,0
258,2,8,0.765793480557166,0.498075639044543,0.851214120762133,0.614272273179815,3,3,2,3,8,1,2,4,0.4,0.6,0.9,0.1,17,1,0,0.428571428571429,3,17_3_3,0.614272273179815,1,0.385727726820185,0,0
258,3,2,0.5,0.1047617043809,0,0,3,3,2,3,8,1,2,4,0.4,0.6,0.9,0.1,17,1,0,0.428571428571429,3,17_3_3,0.614272273179815,1,0.385727726820185,0,0
258,3,3,0.5,0.543189908822585,0,0,3,3,2,3,8,1,2,4,0.4,0.6,0.9,0.1,17,1,0,0.428571428571429,3,17_3_3,0.614272273179815,1,0.385727726820185,0,0
258,3,4,0.5,0.704110530633185,0,0,3,3,2,3,8,1,2,4,0.4,0.6,0.9,0.1,17,1,0,0.428571428571429,3,17_3_3,0.614272273179815,1,0.385727726820185,0,0
258,3,9,0.955695829004003,0.313958706557305,0.614272273179815,0,3,3,2,3,8,1,2,4,0.4,0.6,0.9,0.1,17,1,0,0.428571428571429,3,17_3_3,0.614272273179815,1,0.385727726820185,0,0
258,3,10,0.955695829004003,0.813938653426547,0.614272273179815,0,3,3,2,3,8,1,2,4,0.4,0.6,0.9,0.1,17,1,0,0.428571428571429,3,17_3_3,0.614272273179815,1,0.385727726820185,0,0
258,3,16,0.5,0.234297620677744,1,1,3,3,2,3,8,1,2,4,0.4,0.6,0.9,0.1,17,1,0,0.428571428571429,3,17_3_3,0.614272273179815,1,0.385727726820185,0,0
259,1,0,0.536302061217037,1,0.99933240524622,0.970239564616402,3,3,2,3,8,1,2,4,0.4,0.6,0.9,0.1,17,1,0,0.428571428571429,3,17_3_3,0.98500739317855,1,0.0149926068214504,0,0
259,2,1,0.992241652535716,0.00804056594136047,0.970239564616402,0,3,3,2,3,8,1,2,4,0.4,0.6,0.9,0.1,17,1,0,0.428571428571429,3,17_3_3,0.98500739317855,1,0.0149926068214504,0,0
259,2,2,0.992241652535716,0.536302061217037,0.970239564616402,0,3,3,2,3,8,1,2,4,0.4,0.6,0.9,0.1,17,1,0,0.428571428571429,3,17_3_3,0.98500739317855,1,0.0149926068214504,0,0
259,2,8,0.518451403040188,0.528261495275676,0.999775221740697,0.98500739317855,3,3,2,3,8,1,2,4,0.4,0.6,0.9,0.1,17,1,0,0.428571428571429,3,17_3_3,0.98500739317855,1,0.0149926068214504,0,0
259,3,2,0.5,0.000119613782412625,0,0,3,3,2,3,8,1,2,4,0.4,0.6,0.9,0.1,17,1,0,0.428571428571429,3,17_3_3,0.98500739317855,1,0.0149926068214504,0,0
259,3,3,0.5,0.0159563688739558,0,0,3,3,2,3,8,1,2,4,0.4,0.6,0.9,0.1,17,1,0,0.428571428571429,3,17_3_3,0.98500739317855,1,0.0149926068214504,0,0
259,3,4,0.5,0.532141243480303,0,0,3,3,2,3,8,1,2,4,0.4,0.6,0.9,0.1,17,1,0,0.428571428571429,3,17_3_3,0.98500739317855,1,0.0149926068214504,0,0
259,3,9,0.992789901618648,0.0119647145272175,0.98500739317855,0,3,3,2,3,8,1,2,4,0.4,0.6,0.9,0.1,17,1,0,0.428571428571429,3,17_3_3,0.98500739317855,1,0.0149926068214504,0,0
259,3,10,0.992789901618648,0.798040972441107,0.98500739317855,0,3,3,2,3,8,1,2,4,0.4,0.6,0.9,0.1,17,1,0,0.428571428571429,3,17_3_3,0.98500739317855,1,0.0149926068214504,0,0
259,3,16,0.5,0.269771769525129,1,1,3,3,2,3,8,1,2,4,0.4,0.6,0.9,0.1,17,1,0,0.428571428571429,3,17_3_3,0.98500739317855,1,0.0149926068214504,0,0
260,1,0,0.769632923353363,1,0.474586130845956,0.233338199616069,3,3,2,3,8,1,2,4,0.4,0.6,0.9,0.1,17,1,0,0.428571428571429,3,17_3_3,0.483050928594562,1,0.516949071405438,0,0
260,2,1,0.762546286823999,0.397861025050574,0.233338199616069,0,3,3,2,3,8,1,2,4,0.4,0.6,0.9,0.1,17,1,0,0.428571428571429,3,17_3_3,0.483050928594562,1,0.516949071405438,0,0
260,2,2,0.762546286823999,0.769632923353363,0.233338199616069,0,3,3,2,3,8,1,2,4,0.4,0.6,0.9,0.1,17,1,0,0.428571428571429,3,17_3_3,0.483050928594562,1,0.516949071405438,0,0
260,2,8,0.77705112219952,0.37177189830279,0.732763657573056,0.483050928594562,3,3,2,3,8,1,2,4,0.4,0.6,0.9,0.1,17,1,0,0.428571428571429,3,17_3_3,0.483050928594562,1,0.516949071405438,0,0
260,3,2,0.5,0.156835859170366,0,0,3,3,2,3,8,1,2,4,0.4,0.6,0.9,0.1,17,1,0,0.428571428571429,3,17_3_3,0.483050928594562,1,0.516949071405438,0,0
260,3,3,0.5,0.60677489464861,0,0,3,3,2,3,8,1,2,4,0.4,0.6,0.9,0.1,17,1,0,0.428571428571429,3,17_3_3,0.483050928594562,1,0.516949071405438,0,0
260,3,4,0.5,0.586880727920606,0,0,3,3,2,3,8,1,2,4,0.4,0.6,0.9,0.1,17,1,0,0.428571428571429,3,17_3_3,0.483050928594562,1,0.516949071405438,0,0
260,3,9,0.917983136568248,0.295890819100092,0.483050928594562,0,3,3,2,3,8,1,2,4,0.4,0.6,0.9,0.1,17,1,0,0.428571428571429,3,17_3_3,0.483050928594562,1,0.516949071405438,0,0
260,3,10,0.917983136568248,0.57237905137473,0.483050928594562,0,3,3,2,3,8,1,2,4,0.4,0.6,0.9,0.1,17,1,0,0.428571428571429,3,17_3_3,0.483050928594562,1,0.516949071405438,0,0
260,3,16,0.5,0.139546539832276,1,1,3,3,2,3,8,1,2,4,0.4,0.6,0.9,0.1,17,1,0,0.428571428571429,3,17_3_3,0.483050928594562,1,0.516949071405438,0,0
261,1,0,0.781722731506973,1,0.515777032286165,0.260630235102446,3,3,2,3,8,1,2,4,0.4,0.6,0.9,0.1,17,1,0,0.428571428571429,3,17_3_3,0.510519573672201,1,0.489480426327799,0,0
261,2,1,0.786364759031591,0.382637975888165,0.260630235102446,0,3,3,2,3,8,1,2,4,0.4,0.6,0.9,0.1,17,1,0,0.428571428571429,3,17_3_3,0.510519573672201,1,0.489480426327799,0,0
261,2,2,0.786364759031591,0.781722731506973,0.260630235102446,0,3,3,2,3,8,1,2,4,0.4,0.6,0.9,0.1,17,1,0,0.428571428571429,3,17_3_3,0.510519573672201,1,0.489480426327799,0,0
261,2,8,0.777204066362592,0.399084755618808,0.760408912241956,0.510519573672201,3,3,2,3,8,1,2,4,0.4,0.6,0.9,0.1,17,1,0,0.428571428571429,3,17_3_3,0.510519573672201,1,0.489480426327799,0,0
261,3,2,0.5,0.147281243564572,0,0,3,3,2,3,8,1,2,4,0.4,0.6,0.9,0.1,17,1,0,0.428571428571429,3,17_3_3,0.510519573672201,1,0.489480426327799,0,0
261,3,3,0.5,0.601786039411265,0,0,3,3,2,3,8,1,2,4,0.4,0.6,0.9,0.1,17,1,0,0.428571428571429,3,17_3_3,0.510519573672201,1,0.489480426327799,0,0
261,3,4,0.5,0.614719207390997,0,0,3,3,2,3,8,1,2,4,0.4,0.6,0.9,0.1,17,1,0,0.428571428571429,3,17_3_3,0.510519573672201,1,0.489480426327799,0,0
261,3,9,0.92774781448608,0.305434064318164,0.510519573672201,0,3,3,2,3,8,1,2,4,0.4,0.6,0.9,0.1,17,1,0,0.428571428571429,3,17_3_3,0.510519573672201,1,0.489480426327799,0,0
261,3,10,0.92774781448608,0.623996482575624,0.510519573672201,0,3,3,2,3,8,1,2,4,0.4,0.6,0.9,0.1,17,1,0,0.428571428571429,3,17_3_3,0.510519573672201,1,0.489480426327799,0,0
261,3,16,0.5,0.158348006713156,1,1,3,3,2,3,8,1,2,4,0.4,0.6,0.9,0.1,17,1,0,0.428571428571429,3,17_3_3,0.510519573672201,1,0.489480426327799,0,0
262,1,0,0.652953652905009,1,0.984523808641398,0.85811424564714,3,3,2,3,8,1,2,4,0.4,0.6,0.9,0.1,17,1,0,0.428571428571429,3,17_3_3,0.926344560974555,1,0.0736554390254454,0,0
262,2,1,0.986487969963031,0.0480935879679867,0.85811424564714,0,3,3,2,3,8,1,2,4,0.4,0.6,0.9,0.1,17,1,0,0.428571428571429,3,17_3_3,0.926344560974555,1,0.0736554390254454,0,0
262,2,2,0.986487969963031,0.652953652905009,0.85811424564714,0,3,3,2,3,8,1,2,4,0.4,0.6,0.9,0.1,17,1,0,0.428571428571429,3,17_3_3,0.926344560974555,1,0.0736554390254454,0,0
262,2,8,0.584470227519843,0.604860064937023,0.994574876301969,0.926344560974555,3,3,2,3,8,1,2,4,0.4,0.6,0.9,0.1,17,1,0,0.428571428571429,3,17_3_3,0.926344560974555,1,0.0736554390254454,0,0
262,3,2,0.5,0.00349448993790009,0,0,3,3,2,3,8,1,2,4,0.4,0.6,0.9,0.1,17,1,0,0.428571428571429,3,17_3_3,0.926344560974555,1,0.0736554390254454,0,0
262,3,3,0.5,0.0948874919255554,0,0,3,3,2,3,8,1,2,4,0.4,0.6,0.9,0.1,17,1,0,0.428571428571429,3,17_3_3,0.926344560974555,1,0.0736554390254454,0,0
262,3,4,0.5,0.644130923534209,0,0,3,3,2,3,8,1,2,4,0.4,0.6,0.9,0.1,17,1,0,0.428571428571429,3,17_3_3,0.926344560974555,1,0.0736554390254454,0,0
262,3,9,0.990355940695244,0.0699881256820014,0.926344560974555,0,3,3,2,3,8,1,2,4,0.4,0.6,0.9,0.1,17,1,0,0.428571428571429,3,17_3_3,0.926344560974555,1,0.0736554390254454,0,0
262,3,10,0.990355940695244,0.95020987734284,0.926344560974555,0,3,3,2,3,8,1,2,4,0.4,0.6,0.9,0.1,17,1,0,0.428571428571429,3,17_3_3,0.926344560974555,1,0.0736554390254454,0,0
262,3,16,0.5,0.327483830114285,1,1,3,3,2,3,8,1,2,4,0.4,0.6,0.9,0.1,17,1,0,0.428571428571429,3,17_3_3,0.926344560974555,1,0.0736554390254454,0,0
263,1,0,0.759939067383795,1,0.92693098906025,0.69646189334986,3,3,2,3,8,1,2,4,0.4,0.6,0.9,0.1,17,1,0,0.428571428571429,3,17_3_3,0.834542924809659,1,0.165457075190341,0,0
263,2,1,0.970180192527684,0.125737295412198,0.69646189334986,0,3,3,2,3,8,1,2,4,0.4,0.6,0.9,0.1,17,1,0,0.428571428571429,3,17_3_3,0.834542924809659,1,0.165457075190341,0,0
263,2,2,0.970180192527684,0.759939067383795,0.69646189334986,0,3,3,2,3,8,1,2,4,0.4,0.6,0.9,0.1,17,1,0,0.428571428571429,3,17_3_3,0.834542924809659,1,0.165457075190341,0,0
263,2,8,0.66605704994899,0.634201771971597,0.972623956269458,0.834542924809659,3,3,2,3,8,1,2,4,0.4,0.6,0.9,0.1,17,1,0,0.428571428571429,3,17_3_3,0.834542924809659,1,0.165457075190341,0,0
263,3,2,0.5,0.0201837501349043,0,0,3,3,2,3,8,1,2,4,0.4,0.6,0.9,0.1,17,1,0,0.428571428571429,3,17_3_3,0.834542924809659,1,0.165457075190341,0,0
263,3,3,0.5,0.243975666941834,0,0,3,3,2,3,8,1,2,4,0.4,0.6,0.9,0.1,17,1,0,0.428571428571429,3,17_3_3,0.834542924809659,1,0.165457075190341,0,0
263,3,4,0.5,0.737277830703719,0,0,3,3,2,3,8,1,2,4,0.4,0.6,0.9,0.1,17,1,0,0.428571428571429,3,17_3_3,0.834542924809659,1,0.165457075190341,0,0
263,3,9,0.984823497991197,0.171695561168478,0.834542924809659,0,3,3,2,3,8,1,2,4,0.4,0.6,0.9,0.1,17,1,0,0.428571428571429,3,17_3_3,0.834542924809659,1,0.165457075190341,0,0
263,3,10,0.984823497991197,1.03770455854463,0.834542924809659,0,3,3,2,3,8,1,2,4,0.4,0.6,0.9,0.1,17,1,0,0.428571428571429,3,17_3_3,0.834542924809659,1,0.165457075190341,0,0
263,3,16,0.5,0.352523083479358,1,1,3,3,2,3,8,1,2,4,0.4,0.6,0.9,0.1,17,1,0,0.428571428571429,3,17_3_3,0.834542924809659,1,0.165457075190341,0,0
264,1,0,0.68051757453641,1,0.976344484211474,0.825114207862686,3,3,2,3,8,1,2,4,0.4,0.6,0.9,0.1,17,1,0,0.428571428571429,3,17_3_3,0.908357973412843,1,0.0916420265871575,0,0
264,2,1,0.984102536689742,0.0623640096586936,0.825114207862686,0,3,3,2,3,8,1,2,4,0.4,0.6,0.9,0.1,17,1,0,0.428571428571429,3,17_3_3,0.908357973412843,1,0.0916420265871575,0,0
264,2,2,0.984102536689742,0.68051757453641,0.825114207862686,0,3,3,2,3,8,1,2,4,0.4,0.6,0.9,0.1,17,1,0,0.428571428571429,3,17_3_3,0.908357973412843,1,0.0916420265871575,0,0
264,2,8,0.602578095457919,0.618153564877717,0.991601738962999,0.908357973412843,3,3,2,3,8,1,2,4,0.4,0.6,0.9,0.1,17,1,0,0.428571428571429,3,17_3_3,0.908357973412843,1,0.0916420265871575,0,0
264,3,2,0.5,0.00562430761754577,0,0,3,3,2,3,8,1,2,4,0.4,0.6,0.9,0.1,17,1,0,0.428571428571429,3,17_3_3,0.908357973412843,1,0.0916420265871575,0,0
264,3,3,0.5,0.122745160206528,0,0,3,3,2,3,8,1,2,4,0.4,0.6,0.9,0.1,17,1,0,0.428571428571429,3,17_3_3,0.908357973412843,1,0.0916420265871575,0,0
264,3,4,0.5,0.669699071363232,0,0,3,3,2,3,8,1,2,4,0.4,0.6,0.9,0.1,17,1,0,0.428571428571429,3,17_3_3,0.908357973412843,1,0.0916420265871575,0,0
264,3,9,0.989457992980391,0.089883625873293,0.908357973412843,0,3,3,2,3,8,1,2,4,0.4,0.6,0.9,0.1,17,1,0,0.428571428571429,3,17_3_3,0.908357973412843,1,0.0916420265871575,0,0
264,3,10,0.989457992980391,0.980812289084505,0.908357973412843,0,3,3,2,3,8,1,2,4,0.4,0.6,0.9,0.1,17,1,0,0.428571428571429,3,17_3_3,0.908357973412843,1,0.0916420265871575,0,0
264,3,16,0.5,0.338350444436963,1,1,3,3,2,3,8,1,2,4,0.4,0.6,0.9,0.1,17,1,0,0.428571428571429,3,17_3_3,0.908357973412843,1,0.0916420265871575,0,0
265,1,0,0.750218909845303,1,0.936571251955013,0.716615222184903,3,3,2,3,8,1,2,4,0.4,0.6,0.9,0.1,17,1,0,0.428571428571429,3,17_3_3,0.846531288367361,1,0.153468711632639,0,0
265,2,1,0.972961312536116,0.115135129536402,0.716615222184903,0,3,3,2,3,8,1,2,4,0.4,0.6,0.9,0.1,17,1,0,0.428571428571429,3,17_3_3,0.846531288367361,1,0.153468711632639,0,0
265,2,2,0.972961312536116,0.750218909845303,0.716615222184903,0,3,3,2,3,8,1,2,4,0.4,0.6,0.9,0.1,17,1,0,0.428571428571429,3,17_3_3,0.846531288367361,1,0.153468711632639,0,0
265,2,8,0.656915884973123,0.635083780308901,0.976447354549818,0.846531288367361,3,3,2,3,8,1,2,4,0.4,0.6,0.9,0.1,17,1,0,0.428571428571429,3,17_3_3,0.846531288367361,1,0.153468711632639,0,0
265,3,2,0.5,0.0171918761202221,0,0,3,3,2,3,8,1,2,4,0.4,0.6,0.9,0.1,17,1,0,0.428571428571429,3,17_3_3,0.846531288367361,1,0.153468711632639,0,0
265,3,3,0.5,0.224044053505507,0,0,3,3,2,3,8,1,2,4,0.4,0.6,0.9,0.1,17,1,0,0.428571428571429,3,17_3_3,0.846531288367361,1,0.153468711632639,0,0
265,3,4,0.5,0.7299339752125,0,0,3,3,2,3,8,1,2,4,0.4,0.6,0.9,0.1,17,1,0,0.428571428571429,3,17_3_3,0.846531288367361,1,0.153468711632639,0,0
265,3,9,0.985693845024264,0.158856778949874,0.846531288367361,0,3,3,2,3,8,1,2,4,0.4,0.6,0.9,0.1,17,1,0,0.428571428571429,3,17_3_3,0.846531288367361,1,0.153468711632639,0,0
265,3,10,0.985693845024264,1.03510857203344,0.846531288367361,0,3,3,2,3,8,1,2,4,0.4,0.6,0.9,0.1,17,1,0,0.428571428571429,3,17_3_3,0.846531288367361,1,0.153468711632639,0,0
265,3,16,0.5,0.353169995256355,1,1,3,3,2,3,8,1,2,4,0.4,0.6,0.9,0.1,17,1,0,0.428571428571429,3,17_3_3,0.846531288367361,1,0.153468711632639,0,0
266,1,0,0.780857278725987,1,0.89874937686099,0.64461554114862,3,3,2,3,8,1,2,4,0.4,0.6,0.9,0.1,17,1,0,0.428571428571429,3,17_3_3,0.802879530906487,1,0.197120469093514,0,0
266,2,1,0.961693537115121,0.153922953077551,0.64461554114862,0,3,3,2,3,8,1,2,4,0.4,0.6,0.9,0.1,17,1,0,0.428571428571429,3,17_3_3,0.802879530906487,1,0.197120469093514,0,0
266,2,2,0.961693537115121,0.780857278725987,0.64461554114862,0,3,3,2,3,8,1,2,4,0.4,0.6,0.9,0.1,17,1,0,0.428571428571429,3,17_3_3,0.802879530906487,1,0.197120469093514,0,0
266,2,8,0.688114678892325,0.626934325648436,0.961143520664353,0.802879530906487,3,3,2,3,8,1,2,4,0.4,0.6,0.9,0.1,17,1,0,0.428571428571429,3,17_3_3,0.802879530906487,1,0.197120469093514,0,0
266,3,2,0.5,0.0291790943535776,0,0,3,3,2,3,8,1,2,4,0.4,0.6,0.9,0.1,17,1,0,0.428571428571429,3,17_3_3,0.802879530906487,1,0.197120469093514,0,0
266,3,3,0.5,0.29605341837671,0,0,3,3,2,3,8,1,2,4,0.4,0.6,0.9,0.1,17,1,0,0.428571428571429,3,17_3_3,0.802879530906487,1,0.197120469093514,0,0
266,3,4,0.5,0.750945398360083,0,0,3,3,2,3,8,1,2,4,0.4,0.6,0.9,0.1,17,1,0,0.428571428571429,3,17_3_3,0.802879530906487,1,0.197120469093514,0,0
266,3,9,0.982266325882074,0.203885919827942,0.802879530906487,0,3,3,2,3,8,1,2,4,0.4,0.6,0.9,0.1,17,1,0,0.428571428571429,3,17_3_3,0.802879530906487,1,0.197120469093514,0,0
266,3,10,0.982266325882074,1.03432140135188,0.802879530906487,0,3,3,2,3,8,1,2,4,0.4,0.6,0.9,0.1,17,1,0,0.428571428571429,3,17_3_3,0.802879530906487,1,0.197120469093514,0,0
266,3,16,0.5,0.346364407186985,1,1,3,3,2,3,8,1,2,4,0.4,0.6,0.9,0.1,17,1,0,0.428571428571429,3,17_3_3,0.802879530906487,1,0.197120469093514,0,0
267,1,0,0.811608866046707,1,0.798304842880495,0.506205196738282,3,3,2,3,8,1,2,4,0.4,0.6,0.9,0.1,17,1,0,0.428571428571429,3,17_3_3,0.711480988318228,1,0.288519011681772,0,0
267,2,1,0.926288402192041,0.23416458790396,0.506205196738282,0,3,3,2,3,8,1,2,4,0.4,0.6,0.9,0.1,17,1,0,0.428571428571429,3,17_3_3,0.711480988318228,1,0.288519011681772,0,0
267,2,2,0.926288402192041,0.811608866046707,0.506205196738282,0,3,3,2,3,8,1,2,4,0.4,0.6,0.9,0.1,17,1,0,0.428571428571429,3,17_3_3,0.711480988318228,1,0.288519011681772,0,0
267,2,8,0.736213279298835,0.577444278142747,0.916756779898173,0.711480988318228,3,3,2,3,8,1,2,4,0.4,0.6,0.9,0.1,17,1,0,0.428571428571429,3,17_3_3,0.711480988318228,1,0.288519011681772,0,0
267,3,2,0.5,0.0625809109698107,0,0,3,3,2,3,8,1,2,4,0.4,0.6,0.9,0.1,17,1,0,0.428571428571429,3,17_3_3,0.711480988318228,1,0.288519011681772,0,0
267,3,3,0.5,0.433807883959034,0,0,3,3,2,3,8,1,2,4,0.4,0.6,0.9,0.1,17,1,0,0.428571428571429,3,17_3_3,0.711480988318228,1,0.288519011681772,0,0
267,3,4,0.5,0.751783879735299,0,0,3,3,2,3,8,1,2,4,0.4,0.6,0.9,0.1,17,1,0,0.428571428571429,3,17_3_3,0.711480988318228,1,0.288519011681772,0,0
267,3,9,0.972277703283218,0.276978852309125,0.711480988318228,0,3,3,2,3,8,1,2,4,0.4,0.6,0.9,0.1,17,1,0,0.428571428571429,3,17_3_3,0.711480988318228,1,0.288519011681772,0,0
267,3,10,0.972277703283218,0.960002083379603,0.711480988318228,0,3,3,2,3,8,1,2,4,0.4,0.6,0.9,0.1,17,1,0,0.428571428571429,3,17_3_3,0.711480988318228,1,0.288519011681772,0,0
267,3,16,0.5,0.302466324324401,1,1,3,3,2,3,8,1,2,4,0.4,0.6,0.9,0.1,17,1,0,0.428571428571429,3,17_3_3,0.711480988318228,1,0.288519011681772,0,0
268,1,0,0.578859587766936,1,0.996591937391921,0.932973209158269,3,3,2,3,8,1,2,4,0.4,0.6,0.9,0.1,17,1,0,0.428571428571429,3,17_3_3,0.965905383129356,1,0.0340946168706436,0,0
268,2,1,0.990667403100677,0.0197359958668124,0.932973209158269,0,3,3,2,3,8,1,2,4,0.4,0.6,0.9,0.1,17,1,0,0.428571428571429,3,17_3_3,0.965905383129356,1,0.0340946168706436,0,0
268,2,2,0.990667403100677,0.578859587766936,0.932973209158269,0,3,3,2,3,8,1,2,4,0.4,0.6,0.9,0.1,17,1,0,0.428571428571429,3,17_3_3,0.965905383129356,1,0.0340946168706436,0,0
268,2,8,0.541072458882377,0.559123591900123,0.998837557100444,0.965905383129356,3,3,2,3,8,1,2,4,0.4,0.6,0.9,0.1,17,1,0,0.428571428571429,3,17_3_3,0.965905383129356,1,0.0340946168706436,0,0
268,3,2,0.5,0.00066661139514825,0,0,3,3,2,3,8,1,2,4,0.4,0.6,0.9,0.1,17,1,0,0.428571428571429,3,17_3_3,0.965905383129356,1,0.0340946168706436,0,0
268,3,3,0.5,0.0391036155459614,0,0,3,3,2,3,8,1,2,4,0.4,0.6,0.9,0.1,17,1,0,0.428571428571429,3,17_3_3,0.965905383129356,1,0.0340946168706436,0,0
268,3,4,0.5,0.573457324572998,0,0,3,3,2,3,8,1,2,4,0.4,0.6,0.9,0.1,17,1,0,0.428571428571429,3,17_3_3,0.965905383129356,1,0.0340946168706436,0,0
268,3,9,0.992073034415191,0.0291997172842925,0.965905383129356,0,3,3,2,3,8,1,2,4,0.4,0.6,0.9,0.1,17,1,0,0.428571428571429,3,17_3_3,0.965905383129356,1,0.0340946168706436,0,0
